id,spkid,full_name,pdes,name,prefix,neo,pha,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A2,A3,DT
a0001734,2001734,  1734 Zhongolovich (1928 TJ),1734,Zhongolovich,0,N,N,11.7,0,26425.00,122.00,0,0,0,26648.76,0,0.0456,7.171,0,0,0,0,Ch,0,0,1286.77,JPL 17,2457200.5,57200,20150627,J2000,0.231427305,2.776569202,2.133995274,8.34640407,182.163235,186.5605238,272.8833627,3.419143129,0.213030271,2457609.44,20160808.94,1689.900677,4.626695899,1.13346,441.1086282,3.28,5.04E-08,1.41E-08,0.000000144,0.00000553,0.000031993,0.000033729,0.000013168,1.74E-08,1.62E-09,0.000064046,0.000012878,MBA,Otto Matic,31710,10525,42235,1543,0,0,0,0.5,0,0,0,0,0
a0001736,2001736,  1736 Floirac (1967 RA),1736,Floirac,0,N,N,12.3,0,8620.00,70.00,0,0,0,9843.55,0,0,6.775,0,0,0,0,0,0,0,797.73,JPL 10,2457200.5,57200,20150627,J2000,0.16938069,2.229227505,1.851639412,4.549683506,159.7997246,249.0930067,94.61808765,2.606815599,0.296123234,2456880.977,20140811.48,1215.710076,3.328432789,0.867676,337.6734689,3.62,3.69E-08,7.61E-09,8.17E-08,0.00000516,0.000051778,0.000053915,0.000014962,8.90E-09,1.52E-09,0.000050406,0.00000623,MBA,Otto Matic,32017,10133,42150,1626,0,0,0,0.51,0,0,0,0,0
a0001742,2001742,  1742 Schaifers (1934 RO),1742,Schaifers,0,N,N,11.2,0,16608.00,221.00,0,0,0,16427.24,0,0.1446,8.56,0,0,0,0,0,0,0,1447.80,JPL 20,2457200.5,57200,20150627,J2000,0.094375468,2.891841734,2.618922817,2.49707152,152.1818613,213.9265942,155.6311065,3.164760651,0.20042057,2456423.977,20130511.48,1796.222815,4.917790049,1.6176,629.521392,3.282,5.19E-08,1.52E-08,0.000000147,0.00000461,0.00011382,0.00011678,0.000025217,1.66E-08,1.58E-09,0.00012393,0.000014133,MBA,Otto Matic,29502,12669,42171,1775,0,0,0,0.5,0,0,0,0,0
a0001743,2001743,  1743 Schmidt (4109 P-L),1743,Schmidt,0,N,N,12.48,0,19340.00,100.00,0,0,0,19656.32,0,0.0603,17.45,0,0.62,0.26,0,0,0,0,1220.85,JPL 16,2457200.5,57200,20150627,J2000,0.134701145,2.473363131,2.140198287,6.356833784,189.6415412,359.7597107,207.3501997,2.806527976,0.253379952,2457802.954,20170218.45,1420.791175,3.889914238,1.141,444.04297,3.462,4.96E-08,9.91E-09,0.00000012,0.0000056,0.00003513,0.000038354,0.000014066,1.12E-08,1.52E-09,0.000055425,0.00000854,MBA,Otto Matic,30923,11339,42262,1690,0,0,0,0.5,0,0,0,0,0
a0001746,2001746,  1746 Brouwer (1963 RF),1746,Brouwer,0,N,N,9.95,0,62520.00,450.00,0,0,0,63183.89,0,0.0448,19.8,0,0.721,0.227,0,0,D,0,3835.83,JPL 22,2457200.5,57200,20150627,J2000,0.206569121,3.949457881,3.13362184,8.367591749,321.9979301,47.57969863,191.408125,4.765293922,0.125573455,2458543.076,20190228.58,2866.847931,7.849001865,2.14101,833.2168617,3.004,4.87E-08,3.95E-08,0.000000187,0.000006108,0.000032397,0.000034781,0.000014712,4.77E-08,1.89E-09,0.00013215,0.000043054,OMB,Otto Matic,27282,14944,42226,1426,0,0,0,0.55,0,0,0,0,0
a0001755,2001755,  1755 Lorbach (1936 VD),1755,Lorbach,0,N,N,10.77,0,24904.00,87.00,0,0,0,24708.79,0,0.1117,0,0,0.915,0.36,0,0,S,0,1248.56,JPL 19,2457200.5,57200,20150627,J2000,0.048318759,3.089897809,2.940597783,10.70836526,157.1092726,322.1035875,96.03687448,3.239197836,0.181462922,2456671.263,20140113.76,1983.876356,5.431557443,1.9637,764.213129,3.197,3.81E-08,1.92E-08,0.000000113,0.00000497,0.000024955,0.000058687,0.000052977,2.02E-08,1.69E-09,0.00029121,0.000018526,MBA,Otto Matic,28760,13462,42222,1555,0,0,0,0.55,0,0,0,0,0
a0001760,2001760,  1760 Sandra (1950 GB),1760,Sandra,0,N,N,11,0,33989.00,214.00,0,0,0,35478.10,0,0.0345,6.5668,0,0,0,0,0,0,0,2459.97,JPL 17,2457200.5,57200,20150627,J2000,0.128542483,3.145778543,2.741412358,8.435724213,232.6549084,333.3747414,224.5249707,3.550144727,0.176649273,2457967.415,20170801.92,2037.93649,5.579566023,1.73983,677.0896411,3.18,0.000000056,2.12E-08,0.000000178,0.00000654,0.000032333,0.000036872,0.000018656,2.39E-08,1.79E-09,0.00010795,0.000020618,MBA,Otto Matic,29245,13027,42272,1449,0,0,0,0.5,0,0,0,0,0
a0001764,2001764,  1764 Cogshall (1953 VM1),1764,Cogshall,0,N,N,11.4,0,26970.00,230.00,0,0,0,28449.63,0,0.0852,3.62417,0,0,0,0,0,0,0,1029.90,JPL 20,2457200.5,57200,20150627,J2000,0.121801746,3.09593798,2.718847328,2.234641865,152.2230226,79.36511575,300.3908944,3.473028632,0.18093213,2457529.956,20160521.46,1989.696358,5.447491739,1.70936,665.2316312,3.211,4.26E-08,2.06E-08,0.000000138,0.00000526,0.00011429,0.00011633,0.000024731,2.31E-08,1.80E-09,0.00013804,0.000019813,MBA,Otto Matic,23766,18370,42136,1845,0,0,0,0.52,0,0,0,0,0
a0001765,2001765,  1765 Wrubel (1957 XB),1765,Wrubel,0,N,N,9.92,0,38300.00,230.00,0,0,0,41267.00,0,0.1061,5.26,0,0.75,0.27,0,0,DX,0,1929.14,JPL 15,2457200.5,57200,20150627,J2000,0.175558185,3.181131527,2.622657849,19.91480369,70.43499698,264.3429441,175.9747022,3.739605205,0.173712726,2456187.479,20120916.98,2072.38703,5.673886462,1.705,663.53485,3.083,4.52E-08,2.24E-08,0.000000147,0.00000542,0.000015223,0.000020674,0.000016344,2.63E-08,1.84E-09,0.000090059,0.000021895,MBA,Otto Matic,35577,6549,42126,1229,0,0,0,0.53,0,0,0,0,0
a0001768,2001768,  1768 Appenzella (1965 SA),1768,Appenzella,0,N,N,12.7,0,20221.00,129.00,0,0,0,22496.81,0,0.0338,5.1839,0,0.615,0.23,0,C,F,0,1816.40,JPL 13,2457200.5,57200,20150627,J2000,0.179118525,2.450396747,2.011485296,3.26108553,12.42065783,19.3758498,330.556596,2.889308197,0.256950498,2457315.088,20151019.59,1401.048075,3.835860574,1.01778,396.0894426,3.472,4.74E-08,1.05E-08,0.000000116,0.00000567,0.000078686,0.000080046,0.000014535,1.23E-08,1.64E-09,0.000056648,0.00000896,MBA,Otto Matic,26667,15592,42259,1375,0,0,0,0.51,0,0,0,0,0
a0001771,2001771,  1771 Makover (1968 BD),1771,Makover,0,N,N,10.4,0,46890.00,290.00,0,0,0,42499.02,0,0.0501,11.26,0,0,0,0,0,0,0,1881.12,JPL 18,2457200.5,57200,20150627,J2000,0.175891725,3.123171172,2.573831206,11.24871419,86.34783821,316.7579161,276.0487603,3.672511138,0.178570779,2457670.629,20161009.13,2016.007335,5.519527269,1.59743,621.6718331,3.162,4.92E-08,2.27E-08,0.000000155,0.00000537,0.00002579,0.000029047,0.00001649,2.66E-08,1.94E-09,0.000095317,0.000021937,MBA,Otto Matic,28114,14123,42237,1284,0,0,0,0.52,0,0,0,0,0
a0001773,2001773,  1773 Rumpelstilz (1968 HE),1773,Rumpelstilz,0,N,N,11.9,0,7080.00,190.00,0,0,0,7818.38,0,0,0,0,0,0,0,0,0,0,571.41,JPL 11,2457200.5,57200,20150627,J2000,0.127061347,2.436927932,2.127288587,5.398541735,74.78554978,169.5172739,110.2730966,2.746567277,0.259083673,2456774.873,20140427.37,1389.512493,3.804277871,1.11418,433.6054306,3.487,0.000000041,9.60E-09,9.96E-08,0.0000048,0.000056239,0.000059913,0.00002051,1.08E-08,1.53E-09,0.000078913,0.00000821,MBA,Otto Matic,24257,17980,42237,1358,0,0,0,0.54,0,0,0,0,0
a0001777,2001777,  1777 Gehrels (4007 P-L),1777,Gehrels,0,N,N,11.6,0,12486.00,228.00,0,0,0,13515.73,0,0,2.83552,0,0,0,0,Sq,0,0,2030.14,JPL 21,2457200.5,57200,20150627,J2000,0.017389916,2.626679841,2.581002101,3.147867233,334.6998096,129.9978656,213.4477853,2.672357582,0.231522585,2457833.493,20170320.99,1554.923898,4.257149619,1.59968,622.5474656,3.4,3.69E-08,1.11E-08,9.74E-08,0.000004778,0.000078702,0.00015961,0.00013715,1.13E-08,1.47E-09,0.00059238,0.0000099,MBA,Otto Matic,40132,2134,42266,1814,0,0,0,0.5,0,0,0,0,0
a0001780,2001780,  1780 Kippes (A906 RA),1780,Kippes,0,N,N,10.68,0,28160.00,240.00,0,0,0,29690.89,0,0.1212,18,0,0,0,0,0,0,0,1654.61,JPL 14,2457200.5,57200,20150627,J2000,0.053443746,3.015929521,2.854746949,9.003487732,291.0059487,340.2279374,357.4329936,3.177112094,0.188179492,2457214.141,20150710.64,1913.067129,5.237692344,1.83999,716.0689083,3.227,3.55E-08,1.82E-08,0.00000011,0.0000042,0.000026484,0.000044026,0.000036265,1.92E-08,1.71E-09,0.00019273,0.000017357,MBA,Otto Matic,39807,2454,42261,1510,0,0,0,0.5,0,0,0,0,0
a0001783,2001783,  1783 Albitskij (1935 FJ),1783,Albitskij,0,N,N,11.9,0,24268.00,93.00,0,0,0,24917.53,0,0.0738,12,0,0,0,0,Ch,0,0,1228.25,JPL 11,2457200.5,57200,20150627,J2000,0.131387897,2.663187381,2.313276791,11.5042536,189.5075817,315.7196018,202.1509455,3.013097972,0.226778296,2457896.55,20170523.05,1587.453503,4.346210822,1.33883,521.0324711,3.344,4.53E-08,1.41E-08,0.00000012,0.00000609,0.000022297,0.000029483,0.000019617,1.59E-08,1.80E-09,0.00008789,0.000012592,MBA,Otto Matic,29405,12867,42272,1383,0,0,0,0.52,0,0,0,0,0
a0001784,2001784,  1784 Benguella (1935 MG),1784,Benguella,0,N,N,12.2,0,10480.00,100.00,0,0,0,10519.86,0,0.0763,0,0,0,0,0,0,0,0,489.80,JPL 15,2457200.5,57200,20150627,J2000,0.133730416,2.403961094,2.082478376,1.472796473,95.2799981,184.7550073,164.2393709,2.725443812,0.264431338,2456579.396,20131013.9,1361.412015,3.727342956,1.06585,414.7968445,3.511,0.000000037,8.36E-09,8.92E-08,0.00000421,0.00016519,0.00016591,0.000016714,9.48E-09,1.38E-09,0.000061882,0.0000071,MBA,Otto Matic,29303,12965,42268,1885,0,0,0,0.49,0,0,0,0,0
a0001791,2001791,  1791 Patsayev (1967 RE),1791,Patsayev,0,N,N,11.8,0,29394.00,114.00,0,0,0,29499.79,0,0.0509,0,0,0,0,0,0,0,0,1620.93,JPL 18,2457200.5,57200,20150627,J2000,0.141903077,2.749478594,2.359319121,5.361161442,198.9508442,74.00089185,236.3588956,3.139638067,0.216186495,2457772.419,20170118.92,1665.228907,4.559148273,1.35008,525.4106336,3.325,4.12E-08,1.48E-08,0.000000113,0.00000519,0.000051135,0.000053902,0.000019661,1.69E-08,1.74E-09,0.000093406,0.000013411,MBA,Otto Matic,30521,11610,42131,1691,0,0,0,0.5,0,0,0,0,0
a0001794,2001794,  1794 Finsen (1970 GA),1794,Finsen,0,N,N,11.08,0,38050.00,280.00,0,0,0,38784.86,0,0.0469,12.3495,0,0.695,0.312,0,0,C,0,1765.15,JPL 18,2457200.5,57200,20150627,J2000,0.150777061,3.131691689,2.659504419,14.5774873,221.0876255,340.6439651,74.87309356,3.603878958,0.177842508,2456779.492,20140501.99,2024.262951,5.542129913,1.65993,645.9949581,3.146,5.46E-08,0.000000026,0.000000174,0.0000066,0.000019132,0.000025967,0.000017826,2.99E-08,2.22E-09,0.000099053,0.000025214,MBA,Otto Matic,23718,18541,42259,1433,0,0,0,0.54,0,0,0,0,0
a0001795,2001795,  1795 Woltjer (4010 P-L),1795,Woltjer,0,N,N,12.1,0,22390.00,120.00,0,0,0,27845.18,0,0.0459,0,0,0,0,0,Ch,0,0,440.17,JPL 18,2457200.5,57200,20150627,J2000,0.190179164,2.78598699,2.256150315,7.527207116,192.1606948,79.84143774,351.0251884,3.315823666,0.211950989,2457242.844,20150808.34,1698.505873,4.650255642,1.2551,488.447267,3.292,5.01E-08,1.57E-08,0.000000145,0.0000049,0.000040621,0.000042884,0.000012518,1.87E-08,1.79E-09,0.000059067,0.000014373,MBA,Otto Matic,21920,20324,42244,1408,0,0,0,0.48,0,0,0,0,0
a0001796,2001796,  1796 Riga (1966 KB),1796,Riga,0,N,N,9.84,0,68170.00,300.00,0,0,0,68244.98,0,0.0376,10.608,0,0.676,0.289,0,Cb,XFCU,0,3131.23,JPL 16,2457200.5,57200,20150627,J2000,0.0566641,3.354727502,3.164634888,22.5857661,186.7378628,24.90405385,14.55307722,3.544820117,0.16040511,2457109.773,20150328.27,2244.317524,6.144606499,2.17226,845.3784242,3.031,3.91E-08,2.23E-08,0.000000134,0.00000487,0.000011427,0.000039945,0.000038655,2.36E-08,1.60E-09,0.0002409,0.000022402,OMB,Otto Matic,22785,19453,42238,1601,0,0,0,0.52,0,0,0,0,0
a0001799,2001799,  1799 Koussevitzky (1950 OE),1799,Koussevitzky,0,N,N,11.3,0,18200.00,160.00,0,0,0,19513.07,0,0.1426,6.318,0,0,0,0,K,0,0,1536.54,JPL 15,2457200.5,57200,20150627,J2000,0.120545472,3.025360383,2.660666889,11.51440399,156.7592387,190.8843374,99.4603131,3.390053877,0.187300269,2456669.479,20140111.98,1922.047428,5.262279065,1.65433,643.8156061,3.203,4.77E-08,1.82E-08,0.000000142,0.00000544,0.000025594,0.000031942,0.000019765,2.03E-08,1.69E-09,0.00010423,0.000017301,MBA,Otto Matic,23604,18469,42073,1400,0,0,0,0.51,0,0,0,0,0
a0001801,2001801,  1801 Titicaca (1952 SP1),1801,Titicaca,0,N,N,11.1,0,21960.00,300.00,0,0,0,23890.93,0,0.1309,3.2106,0,0,0,0,0,0,0,1068.46,JPL 12,2457200.5,57200,20150627,J2000,0.068901408,3.02050123,2.812384441,10.96990779,77.61324169,9.18491805,265.9259911,3.228618018,0.187752422,2457701.554,20161109.05,1917.418672,5.249606219,1.82961,712.0293237,3.215,5.13E-08,2.21E-08,0.000000159,0.00000577,0.000030096,0.000053768,0.000045715,2.36E-08,2.06E-09,0.00024512,0.000021039,MBA,Otto Matic,23011,19260,42271,1234,0,0,0,0.52,0,0,0,0,0
a0001805,2001805,  1805 Dirikis (1970 GD),1805,Dirikis,0,N,N,11.4,0,28098.00,238.00,0,0,0,28539.09,0,0.1065,23,0,0,0,0,0,0,0,1731.14,JPL 18,2457200.5,57200,20150627,J2000,0.111835805,3.139924963,2.788768929,2.515963913,78.9395411,86.13202242,94.04450865,3.491080998,0.177143479,2456669.605,20140112.11,2032.250931,5.563999812,1.79807,699.7549019,3.2,4.27E-08,2.12E-08,0.000000129,0.00000494,0.00011263,0.00011515,0.000023505,2.36E-08,1.79E-09,0.00013191,0.000020591,MBA,Otto Matic,23619,18551,42170,1597,0,0,0,0.52,0,0,0,0,0
a0001806,2001806,  1806 Derice (1971 LC),1806,Derice,0,N,N,12,0,10697.00,61.00,0,0,0,10502.48,0,0,3.224,0,0,0,0,0,0,0,748.93,JPL 20,2457200.5,57200,20150627,J2000,0.106437378,2.236833055,1.998750409,3.84075285,271.1305833,193.5454301,198.5540532,2.474915702,0.294614227,2457748.491,20161225.99,1221.936914,3.345480942,1.01645,395.5718465,3.627,4.15E-08,9.39E-09,9.21E-08,0.00000442,0.000069208,0.000073687,0.000025315,1.04E-08,1.85E-09,0.000087208,0.00000769,MBA,Otto Matic,24032,18227,42259,1624,0,0,0,0.5,0,0,0,0,0
a0001807,2001807,  1807 Slovakia (1971 QA),1807,Slovakia,0,N,N,12.5,0,9090.00,100.00,0,0,0,8941.42,0,0,308,0,0,0,0,S,0,0,504.14,JPL 13,2457200.5,57200,20150627,J2000,0.177779166,2.22599378,1.830258463,3.487656304,236.4554285,140.0330167,46.93330077,2.621729097,0.296768741,2457042.352,20150119.85,1213.065766,3.321193062,0.833713,324.4560882,3.622,4.45E-08,5.70E-09,0.0000001,0.00000423,0.000075828,0.00007678,0.000011892,6.71E-09,1.14E-09,0.000039766,0.00000466,MBA,Otto Matic,31753,10518,42271,1506,0,0,0,0.54,0,0,0,0,0
a0001808,2001808,  1808 Bellerophon (2517 P-L),1808,Bellerophon,0,N,N,12.1,0,15210.00,190.00,0,0,0,16628.14,0,0.1076,3.8197,0,0,0,0,0,0,0,799.72,JPL 12,2457200.5,57200,20150627,J2000,0.177150652,2.749082062,2.262080383,2.033687889,13.16382986,47.09678686,328.8404204,3.236083742,0.216233271,2457344.602,20151118.1,1664.868679,4.558162023,1.27574,496.4797358,3.323,3.49E-08,1.33E-08,9.57E-08,0.00000528,0.00012436,0.00012529,0.0000171,1.57E-08,1.57E-09,0.000079643,0.000012093,MBA,Otto Matic,21921,20345,42266,1496,0,0,0,0.55,0,0,0,0,0
a0001812,2001812,  1812 Gilgamesh (4645 P-L),1812,Gilgamesh,0,N,N,11.5,0,15320.00,140.00,0,0,0,16847.50,0,0.145,0,0,0,0,0,0,0,0,546.00,JPL 16,2457200.5,57200,20150627,J2000,0.083996156,3.005069166,2.752654906,10.27310748,178.5803328,263.226595,108.6649257,3.257483425,0.189200537,2456626.163,20131129.66,1902.743011,5.20942645,1.79272,697.6728424,3.222,3.84E-08,1.78E-08,0.000000113,0.00000603,0.000024576,0.000042355,0.000033884,1.93E-08,1.68E-09,0.00017827,0.000016924,MBA,Otto Matic,30837,11336,42173,1456,0,0,0,0.53,0,0,0,0,0
a0001815,2001815,  1815 Beethoven (1932 CE1),1815,Beethoven,0,N,N,11.36,0,30600.00,170.00,0,0,0,32635.05,0,0.0548,54,0,0.617,0.33,0,0,F,0,1001.31,JPL 17,2457200.5,57200,20150627,J2000,0.187208596,3.155343415,2.564636004,2.738274578,110.9390729,358.7515072,320.092705,3.746050827,0.17584666,2457427.444,20160208.94,2047.2382,5.605032717,1.58196,615.6513732,3.177,4.26E-08,0.00000002,0.000000138,0.00000486,0.00011974,0.00012048,0.000016701,2.38E-08,1.67E-09,0.00009586,0.000019474,MBA,Otto Matic,30326,11715,42041,1493,0,0,0,0.49,0,0,0,0,0
a0001819,2001819,  1819 Laputa (1948 PC),1819,Laputa,0,N,N,10.4,0,50172.00,426.00,0,0,0,49147.43,0,0.0614,9.8004,0,0,0,0,0,0,0,2639.56,JPL 21,2457200.5,57200,20150627,J2000,0.227280651,3.136991007,2.424013649,23.89676548,122.1342525,166.3995276,9.124444424,3.849968364,0.177392054,2457149.063,20150506.56,2029.403184,5.556203104,1.41271,549.7843507,3.041,4.66E-08,0.000000019,0.000000149,0.000005671,0.000012429,0.000016451,0.000011674,2.33E-08,1.61E-09,0.000065656,0.000018396,MBA,Otto Matic,24497,17754,42251,1486,0,0,0,0.49,0,0,0,0,0
a0001826,2001826,  1826 Miller (1955 RC1),1826,Miller,0,N,N,11.1,0,23100.00,190.00,0,0,0,18943.99,0,0.1294,30.049,0,0,0,0,0,0,0,1218.59,JPL 18,2457200.5,57200,20150627,J2000,0.084960068,2.994607358,2.740185314,9.229252405,274.2432745,163.6086868,119.7736031,3.249029402,0.190192875,2456570.752,20131005.25,1892.815387,5.182246098,1.75781,684.0869177,3.23,0.000000041,1.95E-08,0.00000012,0.000005,0.000033952,0.000048058,0.000033128,2.12E-08,1.86E-09,0.00017283,0.000018524,MBA,Otto Matic,27254,14944,42198,1323,0,0,0,0.49,0,0,0,0,0
a0001830,2001830,  1830 Pogson (1968 HA),1830,Pogson,0,N,N,12.45,0,7710.00,670.00,0,0,0,8258.68,0,0,2.56999,0,0.91,0.5,0,S,S,0,646.57,JPL 14,2457200.5,57200,20150627,J2000,0.055971375,2.188236897,2.065758269,3.954630172,147.4720771,335.4621131,276.2141597,2.310715526,0.304482663,2457475.674,20160328.17,1182.333328,3.237052234,1.08244,421.2531748,3.67,4.74E-08,7.69E-09,0.000000102,0.0000052,0.000056797,0.000067533,0.000038195,8.12E-09,1.60E-09,0.00012591,0.00000623,MBA,Otto Matic,32668,9601,42269,2103,0,0,0,0.44,0,0,0,0,0
a0001835,2001835,  1835 Gajdariya (1970 OE),1835,Gajdariya,0,N,N,11.7,0,12700.00,40.00,0,0,0,12535.75,0,0,6.3276,0,0,0,0,0,0,0,1038.87,JPL 18,2457200.5,57200,20150627,J2000,0.087292391,2.834277989,2.586867086,0.98943264,296.7094402,78.86068941,94.55270782,3.081688892,0.206557233,2456742.745,20140326.24,1742.858356,4.771686122,1.58816,618.0642272,3.306,4.51E-08,1.58E-08,0.000000127,0.00000477,0.00029109,0.0002924,0.000027084,1.71E-08,1.72E-09,0.00013118,0.000014529,MBA,Otto Matic,20907,21204,42111,1658,0,0,0,0.5,0,0,0,0,0
a0001838,2001838,  1838 Ursa (1971 UC),1838,Ursa,0,N,N,10.8,0,40050.00,380.00,0,0,0,41527.84,0,0.0836,16.141,0,0,0,0,0,0,0,2051.73,JPL 18,2457200.5,57200,20150627,J2000,0.015961442,3.215022321,3.163705927,21.96965622,44.21165444,52.7454081,152.2059871,3.266338715,0.170973218,2456310.267,20130117.77,2105.592939,5.764799286,2.19156,852.8894052,3.076,5.08E-08,2.64E-08,0.000000166,0.00000649,0.000015012,0.00021193,0.00021051,2.68E-08,2.10E-09,0.0012285,0.000025917,OMB,Otto Matic,22200,20028,42228,1205,0,0,0,0.5,0,0,0,0,0
a0001839,2001839,  1839 Ragazza (1971 UF),1839,Ragazza,0,N,N,12,0,8616.00,51.00,0,0,0,8981.47,0,0,0,0,0,0,0,S,0,0,762.87,JPL 18,2457200.5,57200,20150627,J2000,0.166640969,2.801973874,2.335050232,10.15739683,50.94111097,350.7177959,107.6236106,3.268897515,0.210139624,2456688.347,20140130.85,1713.146681,4.690339989,1.34483,523.3674911,3.281,6.07E-08,1.91E-08,0.000000166,0.00000642,0.000036909,0.000042029,0.000019464,2.22E-08,2.14E-09,0.000092442,0.000017474,MBA,Otto Matic,19189,22982,42171,1132,0,0,0,0.48,0,0,0,0,0
a0001841,2001841,  1841 Masaryk (1971 UO1),1841,Masaryk,0,N,N,10.9,0,38642.00,544.00,0,0,0,41090.42,0,0.0398,7.53,0,0,0,0,0,0,0,2557.03,JPL 26,2457200.5,57200,20150627,J2000,0.099777948,3.423899707,3.082270021,2.620053691,45.32789341,119.5098506,189.446787,3.765529393,0.155568807,2458296.82,20180627.32,2314.08858,6.335629241,2.09122,813.8400874,3.132,4.25E-08,2.45E-08,0.000000143,0.00000422,0.00010675,0.00010889,0.000022163,0.000000027,1.67E-09,0.00014714,0.000024882,OMB,Otto Matic,29040,13232,42272,1579,0,0,0,0.55,0,0,0,0,0
a0001842,2001842,  1842 Hynek (1972 AA),1842,Hynek,0,N,N,12.41,0,8000.00,70.00,0,0,0,6515.75,0,0,3.941,0,0.871,0.522,0,0,S,0,133.33,JPL 15,2457200.5,57200,20150627,J2000,0.181296814,2.265866414,1.855072052,5.355257955,153.4571726,125.6896087,108.264538,2.676660776,0.288969909,2456825.843,20140617.34,1245.804456,3.410826711,0.844724,328.7412391,3.589,4.23E-08,9.07E-09,9.65E-08,0.00000516,0.000049257,0.000051195,0.000012571,1.07E-08,1.73E-09,0.000043877,0.00000748,MBA,Otto Matic,31403,10865,42268,1483,0,0,0,0.5,0,0,0,0,0
a0001843,2001843,  1843 Jarmila (1972 AB),1843,Jarmila,0,N,N,11.8,0,28970.00,220.00,0,0,0,27847.35,0,0.0611,0,0,0,0,0,0,0,0,1346.60,JPL 16,2457200.5,57200,20150627,J2000,0.169625792,2.654679033,2.204376998,8.419989793,267.0811279,31.73077125,199.3138848,3.104981067,0.227869419,2457905.668,20170601.17,1579.852189,4.32539956,1.19332,464.4043444,3.353,4.17E-08,1.38E-08,0.000000111,0.00000488,0.000034164,0.000036728,0.000016,1.61E-08,1.77E-09,0.000072585,0.000012283,MBA,Otto Matic,29062,13025,42087,1589,0,0,0,0.49,0,0,0,0,0
a0001846,2001846,  1846 Bengt (6553 P-L),1846,Bengt,0,N,N,13.8,0,10998.00,80.00,0,0,0,11156.04,0,0.0781,0,0,0,0,0,0,0,0,660.56,JPL 12,2457200.5,57200,20150627,J2000,0.141957823,2.339119837,2.007063476,3.183967099,19.09751492,75.36177106,35.30785301,2.671176198,0.275502387,2457072.342,20150218.84,1306.703742,3.57755987,1.02717,399.7437489,3.55,4.06E-08,8.37E-09,9.52E-08,0.000005,0.000079677,0.000081937,0.000017502,9.55E-09,1.48E-09,0.0000636,0.00000701,MBA,Otto Matic,20897,21181,42078,1424,0,0,0,0.46,0,0,0,0,0
a0001847,2001847,  1847 Stobbe (A916 CA),1847,Stobbe,0,N,N,11.1,0,17427.00,335.00,0,0,0,22094.61,0,0.1231,5.617,0,0,0,0,Xc,0,0,2319.67,JPL 19,2457200.5,57200,20150627,J2000,0.02084513,2.610788491,2.556366266,11.13799092,106.9343038,141.4256768,92.63773296,2.665210716,0.233639646,2456804.002,20140526.5,1540.834383,4.21857463,1.54641,601.8163797,3.383,3.05E-08,1.09E-08,8.18E-08,0.00000383,0.000017869,0.000084054,0.00008143,1.12E-08,1.47E-09,0.00034876,0.00000969,MBA,Otto Matic,31139,11132,42271,1900,0,0,0,0.48,0,0,0,0,0
a0001851,2001851,  1851 Lacroute (1950 VA),1851,Lacroute,0,N,N,12.6,0,17024.00,77.00,0,0,0,17276.02,0,0.0745,0,0,0,0,0,0,0,0,754.61,JPL 15,2457200.5,57200,20150627,J2000,0.192925197,3.103476243,2.504737478,1.666127848,24.77311878,343.345399,301.325284,3.702215008,0.180273311,2457525.976,20160517.48,1996.967812,5.467399895,1.50401,585.3155717,3.192,5.19E-08,2.16E-08,0.000000168,0.00000533,0.00017136,0.00017184,0.000014935,2.58E-08,1.89E-09,0.000084586,0.000020895,MBA,Otto Matic,23689,18576,42265,1409,0,0,0,0.51,0,0,0,0,0
a0001853,2001853,  1853 McElroy (1957 XE),1853,McElroy,0,N,N,10.8,0,23810.00,150.00,0,0,0,26936.21,0,0.2494,8.016,0,0,0,0,0,0,0,1245.95,JPL 10,2457200.5,57200,20150627,J2000,0.050114748,3.065112559,2.911505215,15.75712329,298.7849708,90.23311916,319.5988738,3.218719903,0.183668396,2457420.468,20160201.97,1960.054144,5.36633578,1.96917,766.3418889,3.173,6.15E-08,2.65E-08,0.000000187,0.00000716,0.000025405,0.000073931,0.000069712,2.79E-08,2.39E-09,0.00037948,0.000025461,MBA,Otto Matic,23811,18459,42270,993,0,0,0,0.52,0,0,0,0,0
a0001859,2001859,  1859 Kovalevskaya (1972 RS2),1859,Kovalevskaya,0,N,N,10.7,0,44630.00,100.00,0,0,0,45636.19,0,0.0694,11.1084,0,0,0,0,0,0,0,1099.32,JPL 16,2457200.5,57200,20150627,J2000,0.101271355,3.21020278,2.885101194,7.707691836,343.3302811,245.7016625,261.12705,3.535304366,0.17135839,2457777.495,20170124,2100.860069,5.751841394,1.88696,734.3482232,3.17,4.46E-08,0.000000023,0.000000145,0.00000558,0.000035882,0.000044693,0.000028962,2.53E-08,1.84E-09,0.00017106,0.000022552,OMB,Otto Matic,36317,5754,42071,1501,0,0,0,0.55,0,0,0,0,0
